ID,logFC,P.Value
g5809,0.2547826412,0.2849383731
g5810,0.2692002315,0.4696779977
g5811,-0.3107231433,0.4497169275
g5812,0.3046062749,0.2646225942
g5813,-0.1857525874,0.2728909555
g5814,-0.4923708909,0.2659479281
g5815,0.4827035005,0.2657341587
g5816,0.2340941212,0.2573537587
g5817,0.3610319334,0.4204736833
g5818,-0.1937335725,0.2596692577
g5819,-0.2986588993,0.4663710861
g5820,0.2190217835,0.2505490965
g5821,-0.5286832432,0.2923492062
g5822,0.3397330895,0.4309548419
g5823,0.2374231031,0.461643733
g5824,-0.2349770611,0.5401350394
g5825,-0.4257800867,0.2671259797
g5826,0.6835023652,0.2694699623
g5827,-0.2592467279,0.4804152264
g5828,-0.290445619,0.257474449
g5829,-0.6245014682,0.2705218483
g5830,0.3050197821,0.4374970003
g5831,-0.3326904541,0.3640439277
g5832,-0.3040434319,0.2933825292
g5833,-0.2899292854,0.3335933143
g5834,0.2200539054,0.2481578651
g5835,0.376741466,0.286438483
g5836,-0.406879929,0.2626921834
g5837,0.3939917742,0.3740653911
g5838,-0.2198607808,0.2430674484
g5839,0.3584824111,0.2397008501
g5840,0.2278158437,0.4499381689
g5841,-0.2676124574,0.4777468931
g5842,0.2411664596,0.2435608151
g5843,0.4623406526,0.2660716072
g5844,-0.5585429034,0.3948449747
g5845,0.3020824654,0.2407331579
g5846,-0.3438927901,0.466858448
g5847,0.418053559,0.3461970088
g5848,-0.2286250716,0.3732858242
g5849,-0.2815071289,0.4139189954
g5850,-0.2680066921,0.3758946023
g5851,-0.2472301807,0.4248224135
g5852,0.5736886413,0.2460640472
g5853,0.3007316313,0.2414144905
g5854,0.2304132157,0.2951431836
g5855,1.0468663733,0.279606504
g5856,0.2863224281,0.299611286
g5857,-0.5948138667,0.386108965
g5858,0.3932743958,0.2565498465
g5859,0.1945522821,0.2405878074
g5860,0.2208498721,0.2925867035
g5861,-0.2399161088,0.290316227
g5862,-0.2670757335,0.2879260915
g5863,-0.2548371567,0.5077578946
g5864,-0.2098902326,0.2702081918
g5865,0.4392593385,0.3379088327
g5866,-0.326707981,0.509529725
g5867,0.5081948411,0.4338929348
g5868,-0.3239045884,0.4552700601
g5869,-0.3688306548,0.2776488566
g5870,-0.261946348,0.2574271852
g5871,0.2137948828,0.3348137786
g5872,-0.7315854487,0.3172164881
g5873,0.4144893433,0.4244713602
g5874,-0.3683999175,0.250989953
g5875,-0.2226106975,0.2644711804
g5876,0.3270068438,0.5132930987
g5877,0.3749581769,0.2703827542
g5878,0.2504518311,0.4079940224
g5879,0.2492108315,0.2747251044
g5880,0.5811359044,0.3647956565
g5881,-0.6105038647,0.299620404
g5882,0.2130123492,0.2431040487
g5883,0.7629568923,0.2510239775
g5884,-0.6421102316,0.2856766754
g5885,-0.2035370823,0.4297862545
g5886,0.2493160329,0.4664695915
g5887,-0.2235787387,0.332433342
g5888,0.2493021502,0.3516037338
g5889,0.5076760728,0.2727823332
g5890,0.2521741952,0.435086282
g5891,0.2778598684,0.3795489247
g5892,-0.3695005739,0.2536196999
g5893,0.4933917873,0.4354308979
g5894,0.2031802274,0.2442595868
g5895,0.2493797177,0.2848124994
g5896,0.2496480111,0.2486202858
g5897,-0.297852988,0.4707879196
g5898,0.6397107009,0.2436498585
g5899,-0.31652764,0.5028637766
g5900,0.5366199806,0.2429297995
g5901,0.3090413882,0.3853522558
g5902,0.2293942276,0.2912004855
g5903,-1.0714054632,0.2520570706
g5904,-0.4006405747,0.4833368275
g5905,0.4350094372,0.2823801671
g5906,0.3726583667,0.4338731848
g5907,0.1867361293,0.5110663435
g5908,0.3999221513,0.2581837198
g5909,0.3812892615,0.2854961033
g5910,0.2495477822,0.2623753144
g5911,0.2102829276,0.2456973542
g5912,-0.2447371169,0.5387624775
g5913,-0.2265775441,0.3509739991
g5914,-0.6378065055,0.3051366622
g5915,-0.2306681693,0.4646345741
g5916,-0.3484477953,0.2465371079
g5917,-0.2681109317,0.2815012671
g5918,-0.519478112,0.3389312092
g5919,-0.4238106826,0.3860715499
g5920,-0.2568486374,0.2484606358
g5921,-0.1855327031,0.4350395508
g5922,0.2645996913,0.3118488742
g5923,0.2308664954,0.5247111974
g5924,0.1747569335,0.2446474049
g5925,0.2701491781,0.4150384871
g5926,-0.2704409451,0.2647718921
g5927,-0.2111070584,0.2550063989
g5928,0.392792847,0.2632240862
g5929,0.2632797938,0.540743758
g5930,-0.2977575166,0.3297402895
g5931,-0.2767266784,0.3915852666
g5932,-0.2237665717,0.2842547681
g5933,0.4533766587,0.2540268243
g5934,-0.289075934,0.459672724
g5935,0.2671379277,0.5047045141
g5936,-0.2893054651,0.2534065083
g5937,-0.3364754755,0.3203265802
g5938,-0.2217394034,0.4292827289
g5939,0.3231504308,0.3094903382
g5940,-0.3146457088,0.5172959814
g5941,-0.2245062962,0.2542379606
g5942,0.2517054163,0.2522366065
g5943,0.2649631071,0.4950092633
g5944,-0.2959168546,0.4546269756
g5945,-0.2828919116,0.3652909425
g5946,-0.256215883,0.5127121155
g5947,0.2820151711,0.4482379746
g5948,-0.2618928117,0.2510344621
g5949,-0.360080123,0.2851355428
g5950,-1.223172478,0.2655585873
g5951,0.3036239405,0.2531354168
g5952,-0.2356548155,0.3189243374
g5953,-0.2174026924,0.322064906
g5954,-0.3593359999,0.3830571077
g5955,-0.191851329,0.252160205
g5956,-0.225259288,0.2521840682
g5957,0.3229431683,0.2468835168
g5958,0.2281427038,0.3058767219
g5959,-0.3226241985,0.3998284193
g5960,-0.2710299594,0.3052842585
g5961,0.3985808167,0.4949413334
g5962,-0.347203324,0.2655623726
g5963,0.3218813065,0.4972496406
g5964,0.195594465,0.2533083541
g5965,0.2213671427,0.5120757917
g5966,0.2776770113,0.2624537035
g5967,0.3079203099,0.3439484683
g5968,-0.2384551882,0.3900088692
g5969,-0.2744711663,0.4430187691
g5970,0.3337527624,0.3712241579
g5971,-0.4558210899,0.3886583838
g5972,-0.5769338134,0.2515456017
g5973,0.2301822562,0.3512384821
g5974,0.2158930338,0.5003154391
g5975,-0.2344730117,0.2498023339
g5976,-0.7681965015,0.3036259938
g5977,-0.3363983882,0.3827742422
g5978,0.3506414301,0.2556299575
g5979,0.4296523644,0.4281237719
g5980,-0.3641359089,0.4982387858
g5981,0.2981983104,0.2603863789
g5982,-0.1808051347,0.2616360737
g5983,-0.3848506103,0.4874981128
g5984,-0.3178076893,0.3730345395
g5985,-0.196406775,0.4263082139
g5986,0.2421622077,0.3412273588
g5987,-0.2402195029,0.408734182
g5988,0.7655483739,0.2491078842
g5989,0.3372211976,0.4240390255
g5990,-0.2301731709,0.3858705084
g5991,0.1836518247,0.4568405548
g5992,-0.3311940349,0.4783388606
g5993,-0.2866937651,0.3000299092
g5994,-0.3027805826,0.3590020085
g5995,0.6867126299,0.262962349
g5996,-0.3615136204,0.2796842331
g5997,-0.2576598001,0.4565889994
g5998,0.2774045914,0.2492029579
g5999,-0.2742882965,0.3637601645
g6000,0.2973592273,0.4970612806
g6001,-0.4005717976,0.4254768943
g6002,-0.2446091684,0.276119403
g6003,0.1786986779,0.2495882197
g6004,-0.222778769,0.2614760537
g6005,-0.3203430695,0.3590329954
g6006,-0.2558361084,0.3706477167
g6007,0.2759973173,0.2819571992
g6008,-0.3187745376,0.3821700787
g6009,-0.2621079845,0.2592966016
g6010,0.3110493292,0.2625428893
g6011,0.1996434319,0.2587771707
g6012,-0.3666523386,0.4508388384
g6013,-0.2377505851,0.340625934
g6014,-0.4295974598,0.3435485305
g6015,-0.4230110171,0.3507414449
g6016,-0.1970368655,0.3859914042
g6017,-0.4580686777,0.42995999
g6018,-0.2831124365,0.2531445092
g6019,0.2272982892,0.2897385261
g6020,0.2821655687,0.2872174208
g6021,-0.2068631693,0.3087670099
g6022,-0.3790541079,0.3370896532
g6023,0.3536481985,0.3018733788
g6024,0.2309383166,0.2508874594
g6025,0.314631316,0.448899165
g6026,0.203828092,0.259900533
g6027,0.3344028119,0.2754642856
g6028,-0.2652940919,0.2547035208
g6029,0.3882108504,0.2521853366
g6030,-0.2980277064,0.3963510513
g6031,-0.5110405839,0.3681313502
g6032,0.3548833602,0.4782236333
g6033,0.2761076908,0.3287261483
g6034,-0.3141661549,0.4149154547
g6035,-0.3099067356,0.4133781029
g6036,0.1664105957,0.2591971213
g6037,-0.275430843,0.3668206722
g6038,0.3656724504,0.2578908564
g6039,-0.3847630387,0.3185337851
g6040,0.3049133573,0.2617138003
g6041,0.3871867806,0.268876841
g6042,0.2912569878,0.2617136787
g6043,-0.6764497619,0.2581599712
g6044,0.33497679,0.3297233655
g6045,-0.2995601283,0.2857916151
g6046,-0.2148090882,0.5327947439
g6047,-0.2205567832,0.5441196396
g6048,0.2062445223,0.2785261924
g6049,0.1893441105,0.2979702666
g6050,-0.2375642439,0.4462608023
g6051,-0.1999591018,0.255153829
g6052,-0.2004594647,0.2894834569
g6053,-0.1987237575,0.5759434301
g6054,0.2583643868,0.2647265542
g6055,0.2191985539,0.6131051277
g6056,-0.2566037309,0.3202428354
g6057,-0.2663470678,0.3704115857
g6058,-0.2818040717,0.4223322946
g6059,0.2344252919,0.2641685298
g6060,0.7139511293,0.322125997
g6061,-0.219240024,0.3784032131
g6062,-0.2573884643,0.2683717175
g6063,0.2567832539,0.5366509862
g6064,-0.356455382,0.5306319847
g6065,-0.4235615207,0.4912399495
g6066,-0.2689707666,0.3130048881
g6067,0.3707591211,0.331891701
g6068,-0.2463705829,0.330441628
g6069,-0.2628202171,0.2643069664
g6070,-0.4268281475,0.3633398058
g6071,0.3702140726,0.3173836023
g6072,0.1931326707,0.281921502
g6073,-0.2442736168,0.2856964032
g6074,0.330141956,0.3741277651
g6075,-0.247665988,0.2571887204
g6076,-0.2878811922,0.5124588221
g6077,-0.3951281362,0.4946815874
g6078,-0.3020285767,0.3858116344
g6079,-0.2728617861,0.5087313713
g6080,-0.273912168,0.2898912953
g6081,0.2528659882,0.2643765138
g6082,-0.3459314132,0.5393574077
g6083,-0.2283658896,0.2579176923
g6084,-0.4222869654,0.3826666111
g6085,-0.496445817,0.4359989178
g6086,0.4252258944,0.4342625906
g6087,-0.2551895024,0.3625165189
g6088,-0.2221248327,0.2627518255
g6089,0.2259686954,0.3312632126
g6090,-0.2267562217,0.4289715351
g6091,-0.2515892643,0.2655963494
g6092,-0.2047361063,0.2679394108
g6093,-0.267461294,0.3498945072
g6094,-0.2799309357,0.329031846
g6095,0.5509821218,0.3104904399
g6096,0.3793996038,0.5625130142
g6097,-0.2781772597,0.4296949321
g6098,-0.229212445,0.2619999605
g6099,-0.2375205688,0.2993937503
g6100,-0.2548011613,0.34015062
g6101,0.1742374011,0.5335116738
g6102,0.2335564696,0.2744200441
g6103,-0.2463150254,0.3114763439
g6104,-0.2363733281,0.5459569764
g6105,-0.2160696346,0.3417695095
g6106,-0.9614999765,0.2695287631
g6107,-1.2976615037,0.2788416931
g6108,0.2727220109,0.5813570552
g6109,-0.2251216448,0.4736303418
g6110,-0.277173522,0.3829832672
g6111,0.2031210177,0.4393151226
g6112,-0.3218448607,0.3458376015
g6113,0.4113987177,0.5180604459
g6114,0.4978374223,0.2704197654
g6115,-0.2318094838,0.5322715953
g6116,0.2233581146,0.3715678894
g6117,-0.3732777476,0.3206431945
g6118,-0.2841061364,0.3828598505
g6119,0.4094278729,0.4190037158
g6120,0.359789135,0.2857617983
g6121,-0.6984794308,0.2997575311
g6122,-0.3590098947,0.4462727944
g6123,-0.4390837499,0.272268233
g6124,-0.3936590953,0.4466033248
g6125,0.5720256105,0.2679733744
g6126,-0.4319527542,0.4299583253
g6127,-0.2378479422,0.504009399
g6128,0.2472336516,0.4205573231
g6129,-0.2291720467,0.5968762529
g6130,-0.3959147801,0.49356214
g6131,0.271291965,0.3461729165
g6132,-0.4055702421,0.2824266083
g6133,-0.4185551943,0.2808584804
g6134,-0.2300371891,0.5017173198
g6135,-0.2228418924,0.2685566491
g6136,-0.2307230262,0.4627484217
g6137,0.2838653439,0.3359463537
g6138,0.2188500163,0.3410100239
g6139,-0.3128190357,0.2609444659
g6140,0.2174108146,0.5389641903
g6141,-0.2611849662,0.5938528535
g6142,0.258908062,0.2585642461
g6143,-0.2745504303,0.5043133786
g6144,-0.2508374033,0.5473639862
g6145,-0.3920496549,0.4329706292
g6146,0.2010209766,0.5745267946
g6147,-0.2881605026,0.6354888343
g6148,-0.5674291199,0.402722573
g6149,0.358926345,0.2708189723
g6150,0.1768337206,0.2699478085
g6151,0.3492641308,0.3259087462
g6152,0.1715097338,0.6220258776
g6153,-0.3355333434,0.2890429704
g6154,-0.2669861831,0.2949112424
g6155,-0.2713907199,0.3477445988
g6156,0.2817596796,0.2843114172
g6157,0.289384922,0.2740803594
g6158,-0.2801686452,0.3258211486
g6159,0.5730212785,0.2971399497
g6160,0.2717951397,0.2610258034
g6161,-0.265858071,0.4451225232
g6162,0.3122021445,0.3314074172
g6163,-0.2430302608,0.465400035
g6164,0.467583638,0.2684731937
g6165,0.2761689963,0.2618471927
g6166,0.3347053095,0.3195810117
g6167,-0.279407298,0.2813939747
g6168,0.1936095824,0.5584820046
g6169,0.2356039869,0.5425505351
g6170,0.2288198233,0.276664769
g6171,-0.3052222777,0.2648823921
g6172,0.5969692972,0.5509421842
g6173,-0.2574619038,0.2886001545
g6174,0.222975353,0.2784801363
g6175,-0.2704300544,0.2854414466
g6176,0.234325216,0.5461487648
g6177,0.2684720827,0.3793348936
g6178,0.3713635873,0.4578172315
g6179,-0.2199076742,0.4756052764
g6180,-0.3124669284,0.2664351407
g6181,0.2320695838,0.3766329869
g6182,-0.2470683667,0.2697844367
g6183,0.3363492169,0.4512266286
g6184,0.3396032729,0.272293483
g6185,-0.2522579469,0.2922041297
g6186,-0.2897487476,0.56290265
g6187,0.4179765998,0.2708011248
g6188,0.340743757,0.3320530572
g6189,0.2740869123,0.265205105
g6190,0.4175921449,0.4105436899
g6191,0.2451855789,0.30625261
g6192,-0.3366073698,0.4491788414
g6193,0.187573547,0.2682110826
g6194,0.2896462129,0.4169769864
g6195,-0.4050693721,0.5001177147
g6196,-0.4059727058,0.3247697719
g6197,0.3102515546,0.2713920064
g6198,0.210409648,0.6036234002
g6199,-0.3899112536,0.3909184305
g6200,0.2549581877,0.5391445664
g6201,0.157946958,0.592952204
g6202,-0.280566375,0.4759315508
g6203,-0.2430781741,0.5425650928
g6204,-0.1877482242,0.6205070252
g6205,0.4184999059,0.3724824563
g6206,-0.1876930016,0.6189572308
g6207,-0.2782325924,0.3313862241
g6208,0.3654868425,0.4945076934
g6209,-0.3136538662,0.5664428768
g6210,-0.3949087468,0.3319349583
g6211,-0.3613490611,0.302204734
g6212,0.2378757558,0.3662538564
g6213,-0.3925908786,0.4553194036
g6214,-0.2157346268,0.2879214045
g6215,0.1808371897,0.2744191096
g6216,-0.23850944,0.3909381491
g6217,0.2441431822,0.2803999163
g6218,0.1371810009,0.6467668038
g6219,-0.2248703553,0.2796599889
g6220,0.2142734976,0.6537426399
g6221,-0.191505362,0.6049744991
g6222,0.258814766,0.3215812159
g6223,-0.3617618221,0.5574068556
g6224,-0.2008735953,0.6258972417
g6225,0.8673474247,0.2932022528
g6226,0.4063012968,0.2878045048
g6227,-0.1965761868,0.447945439
g6228,-0.2084506596,0.6339425282
g6229,-0.4313546982,0.3197043277
g6230,0.213071956,0.2845145145
g6231,0.2902958102,0.4581170898
g6232,0.2265860687,0.2708210649
g6233,0.3115653183,0.4797834403
g6234,0.2732535833,0.298679926
g6235,-0.2169429676,0.4590824546
g6236,-0.3205733201,0.3299815899
g6237,-0.174494685,0.2782698207
g6238,0.2230530724,0.2712059515
g6239,0.2948005304,0.2951508676
g6240,0.2350010819,0.2843139521
g6241,-0.2703292331,0.3099695014
g6242,0.2193592027,0.5548360219
g6243,-0.2720425149,0.3747438178
g6244,0.3855603024,0.2713113752
g6245,0.3160468474,0.2961965478
g6246,-0.521054288,0.2718151152
g6247,0.2064528094,0.5067700174
g6248,-0.3200489516,0.3562939792
g6249,-0.2407021617,0.5724315474
g6250,-0.175591104,0.2716472754
g6251,-0.2194051213,0.4210455301
g6252,-0.235229178,0.571003456
g6253,0.2649510233,0.297551049
g6254,-0.2048794909,0.3509025408
g6255,-0.2059677303,0.5295688096
g6256,0.3688962468,0.2688568491
g6257,0.3344407509,0.3357784754
g6258,0.1910142662,0.3130233379
g6259,0.2630137902,0.3195859573
g6260,-0.1683731212,0.2831365876
g6261,0.38101378,0.590190332
g6262,-0.2389656824,0.3034939867
g6263,-0.5377197981,0.2707749216
g6264,-0.2717400016,0.526966755
g6265,0.7336096212,0.3895104793
g6266,-0.2671886625,0.3538471317
g6267,-0.6058513721,0.5197920442
g6268,-0.2672640368,0.4646034957
g6269,-0.3037266649,0.4750318689
g6270,0.2312331714,0.2683057993
g6271,-0.3049121802,0.4245899321
g6272,0.2186554114,0.315698311
g6273,0.2200827805,0.2743738234
g6274,-0.2468130574,0.3389992184
g6275,-0.1859113167,0.3082471441
g6276,0.1887803641,0.2683083295
g6277,0.2332723772,0.4423059827
g6278,-0.2020593732,0.2779239395
g6279,-0.2161235439,0.3214226268
g6280,-0.2178590148,0.4464478858
g6281,0.2170967862,0.3520696414
g6282,-0.4646629052,0.3596353012
g6283,0.2093045159,0.4057534964
g6284,-0.2044246827,0.4086001888
g6285,-0.2248154305,0.5009287785
g6286,-0.3838233916,0.4039521873
g6287,-0.3461649021,0.320322841
g6288,-0.200149315,0.2765145458
g6289,0.2971495033,0.4785679215
g6290,-0.3821048949,0.2937608994
g6291,-0.2344675071,0.4337488554
g6292,0.470077357,0.3082064209
g6293,-0.2078164342,0.4569696382
g6294,-0.4015937016,0.3269948592
g6295,0.4219160592,0.2919157951
g6296,-0.3316902202,0.359113562
g6297,-0.2568472074,0.3489958382
g6298,0.2499566147,0.5408434422
g6299,-0.2501865783,0.4752551488
g6300,-0.4141472151,0.3091091652
g6301,0.1832778321,0.5833758835
g6302,0.2976568832,0.3187004864
g6303,-0.1881492514,0.562491017
g6304,-0.2011735476,0.6287811467
g6305,-0.3672705274,0.2946392641
g6306,0.3491969002,0.4307802993
g6307,-0.2991407823,0.2717467747
g6308,0.2937493131,0.2770099263
g6309,-0.4611040655,0.3251902093
g6310,-0.4261110745,0.2948823175
g6311,0.267186467,0.3431927709
g6312,-0.3450609833,0.5636189413
g6313,0.6469624837,0.3226770226
g6314,0.2774816961,0.5490498303
g6315,-0.1876607048,0.59646998
g6316,-0.2325758299,0.539019195
g6317,-0.2844235315,0.3945348244
g6318,-0.5544910124,0.4222105446
g6319,0.3188546843,0.2700760779
g6320,-0.2120126034,0.5730159914
g6321,0.2553437431,0.3398484263
g6322,-0.3407706527,0.419942406
g6323,0.1769753885,0.5383955121
g6324,0.440381145,0.2697595498
g6325,0.2575014437,0.5135077482
g6326,0.2055199725,0.2820660784
g6327,-0.6334073858,0.2789267275
g6328,0.2551813388,0.4530499697
g6329,0.4692385345,0.4247026049
g6330,0.2539715675,0.496307457
g6331,-0.771194755,0.3729871738
g6332,0.2190899376,0.2813243422
g6333,-0.3128447982,0.3019352544
g6334,0.5076143877,0.3044724665
g6335,0.2930992842,0.2763158002
g6336,0.168156303,0.2784381184
g6337,-0.3392439663,0.3914932636
g6338,-0.2782701458,0.4863137929
g6339,-0.2262916958,0.5147148518
g6340,-0.2331873705,0.2891824037
g6341,-0.197598504,0.29713041
g6342,0.2963935926,0.3668570711
g6343,-0.268524043,0.4384648783
g6344,-0.2301527682,0.4612012112
g6345,0.2109640921,0.3566090022
g6346,-0.2630522566,0.4713692367
g6347,-0.2517960047,0.2860148808
g6348,-0.2263134167,0.4362042352
g6349,-0.4687098051,0.3110789015
g6350,0.2469227891,0.5711665486
g6351,0.320865511,0.2841718803
g6352,-0.3854029398,0.411664997
g6353,-0.2039326103,0.3179787226
g6354,0.4228480422,0.2995881975
g6355,0.2411088931,0.3597386974
g6356,0.2649732908,0.5382018987
g6357,0.3986522796,0.353367497
g6358,0.5474626466,0.2818372035
g6359,0.238001307,0.3180165404
g6360,-0.2075567789,0.4146732728
g6361,-0.3576838825,0.2882638756
g6362,0.1716566219,0.4520526491
g6363,-0.2787937873,0.4059811536
g6364,-0.3043257049,0.2801315715
g6365,-0.2615288273,0.3437788737
g6366,0.1815278375,0.2802979664
g6367,-0.1847347379,0.6644942493
g6368,0.2071089628,0.5818322718
g6369,-0.6633226598,0.2783207086
g6370,-0.2093082621,0.6395883831
g6371,-0.3348263339,0.4118764273
g6372,0.5409006584,0.3404886681
g6373,-0.2329616919,0.6230483111
g6374,-0.2260764192,0.4395309993
g6375,0.3582726604,0.3602306147
g6376,0.2107515105,0.2750310045
g6377,-0.2624420597,0.5692450347
g6378,-0.2130305063,0.484751328
g6379,0.2459536798,0.2927703259
g6380,-0.1928519525,0.6608883838
g6381,-0.297850862,0.2761558306
g6382,-0.2483427683,0.3725972374
g6383,0.2551850085,0.3410789002
g6384,0.3156439059,0.2741432512
g6385,-0.194297523,0.4436358462
g6386,-0.155799573,0.6127912165
g6387,0.3068038865,0.2736679743
g6388,-0.3303825488,0.5573662058
g6389,-0.2313837732,0.3309432435
g6390,-0.4111390127,0.3395404225
g6391,0.2775922973,0.604095829
g6392,0.2112669985,0.4077782833
g6393,-0.4282713886,0.4398422926
g6394,-0.2161653691,0.5687100954
g6395,-0.2573422261,0.4725000774
g6396,0.2427119771,0.2799623758
g6397,-0.264063161,0.4037447197
g6398,-0.2464854009,0.4432162919
g6399,-0.1990217708,0.3020622166
g6400,-0.197969457,0.3033382608
g6401,-0.2420762057,0.3594425034
g6402,0.2500991354,0.3263197318
g6403,-0.29472245,0.2988362286
g6404,-0.2831443498,0.3957048231
g6405,-0.3008593556,0.2794597512
g6406,-1.1994615629,0.3747901006
g6407,0.2466912052,0.3721100567
g6408,-0.1669824738,0.6950603645
g6409,0.2726141519,0.3253187814
g6410,0.2664667622,0.6357672231
g6411,0.2682877627,0.3685095329
g6412,-0.4140010584,0.3744275816
g6413,0.2805362847,0.3169176335
g6414,0.1983088456,0.4856146948
g6415,0.3389582125,0.5711739896
g6416,-0.3777507159,0.5514408388
g6417,-0.2022849765,0.2778086731
g6418,-0.2583343844,0.2794765586
g6419,-0.1808924433,0.6861041039
g6420,-0.3009767798,0.4441046575
g6421,-0.1489801973,0.629640091
g6422,0.2361042818,0.3167716348
g6423,-0.1667845617,0.3290702682
g6424,-0.2924884551,0.6043778661
g6425,0.1233791731,0.6718622559
g6426,-0.2081853038,0.2863832295
g6427,-0.1573832373,0.6343137327
g6428,-0.2386192574,0.2974751226
g6429,0.2520090516,0.3679848501
g6430,-0.2999646902,0.5043762928
g6431,0.1522977633,0.3047099988
g6432,-0.2683006764,0.2930481179
g6433,-0.2662213268,0.3497821015
g6434,0.2459850698,0.354081574
g6435,0.1632007587,0.6397555678
g6436,-0.2401190791,0.5212866856
g6437,0.2178640399,0.3665122585
g6438,0.1754938412,0.3371013897
g6439,0.3048913543,0.3441309882
